,CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email
209,1328000014,280468,Hospital San Camilo,Calle De Juan Bravo 39,914022100,280796,Madrid,28,Madrid,13,Madrid,28006,81,C11,Hospitales Generales,20,Privados,N,,,N,
210,1328000008,280604,Hospital Universitario La Zarzuela,Calle De Pléyades 25,915858000,280796,Madrid,28,Madrid,13,Madrid,28023,116,C11,Hospitales Generales,20,Privados,N,,,N,
211,1328000007,280534,"Clínica La Luz, S.L.",Calle Del Maestro Ángel Llorca 8,915530500,280796,Madrid,28,Madrid,13,Madrid,28003,142,C11,Hospitales Generales,20,Privados,N,,,N,
212,1328000006,280549,Hospital Fuensanta,Calle De Arturo Soria 17,914079295,280796,Madrid,28,Madrid,13,Madrid,28027,20,C11,Hospitales Generales,20,Privados,N,,,N,fuensanta@tecnivia.com
213,1328000078,281225,Hospital Universitario Hm Sanchinarro,Calle De Oña 10,917567800,280796,Madrid,28,Madrid,13,Madrid,28050,198,C11,Hospitales Generales,20,Privados,N,,,N,
214,1328000064,281049,Hospital Ha Universitario Moncloa,Avenida De Valladolid 83,915954500,280796,Madrid,28,Madrid,13,Madrid,28008,235,C11,Hospitales Generales,20,Privados,N,,,N,
215,1328000059,280382,Hospital San Francisco De Asís,Calle De Joaquín Costa 28,915630360,280796,Madrid,28,Madrid,13,Madrid,28002,168,C11,Hospitales Generales,20,Privados,N,,,N,
216,1328000015,280376,"Hospital Viamed Santa Elena, S.L",Calle De La Granja 8,914539400,280796,Madrid,28,Madrid,13,Madrid,28003,70,C190,Otros Centros con Internamiento,20,Privados,N,,,N,
217,1328000009,280421,Hospital Universitario Fundación Jiménez Díaz,Avenida De Los Reyes Católicos 2,915504800,280796,Madrid,28,Madrid,13,Madrid,28040,661,C11,Hospitales Generales,20,Privados,N,,,N,rvelez@fjd.es
218,1328000074,281179,Hospital Universitario La Moraleja,Avenida De Francisco Pi Y Margall 81,913244805,280796,Madrid,28,Madrid,13,Madrid,28050,121,C11,Hospitales Generales,20,Privados,N,,,N,
219,1328000030,280565,Hospital Ruber Internacional,Calle De La Maso 38,913875000,280796,Madrid,28,Madrid,13,Madrid,28034,143,C11,Hospitales Generales,20,Privados,N,,,N,
220,1328000053,280587,Hospital La Milagrosa S.A.,Calle De Modesto Lafuente 14,914472100,280796,Madrid,28,Madrid,13,Madrid,28010,116,C11,Hospitales Generales,20,Privados,N,,,N,
221,1328000018,280360,Hospital Beata María Ana,Calle Del Doctor Esquerdo 83,914097423,280796,Madrid,28,Madrid,13,Madrid,28007,163,C11,Hospitales Generales,20,Privados,N,,,N,
222,1328000079,281214,Hospital Centro De Cuidados Laguna,Calle Del Concejal Francisco José Jiménez Martin 128,914010708,280796,Madrid,28,Madrid,13,Madrid,28047,36,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
223,1328000065,281087,Clínica Cemtro,Avenida Del Ventisquero De La Condesa 42,917355757,280796,Madrid,28,Madrid,13,Madrid,28035,94,C11,Hospitales Generales,20,Privados,N,,,N,
224,1328000052,280679,"Sanatorio Esquerdo, S.A.",Avenida De Los Poblados 70,917061100,280796,Madrid,28,Madrid,13,Madrid,28044,166,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
225,1328000046,280650,Clínica López Ibor,Calle Del Doctor Juan José López Ibor 2,913162740,280796,Madrid,28,Madrid,13,Madrid,28035,67,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
226,1328000054,280647,Clínica Dr. León,Plaza De Mariano De Cavia 3,914332948,280796,Madrid,28,Madrid,13,Madrid,28007,96,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
227,1328000011,280626,Hospital Hm Nuevo Belén,Calle De José Silva 7,917444100,280796,Madrid,28,Madrid,13,Madrid,28043,56,C12,Hospitales especializados,20,Privados,N,,,N,
228,1328000013,280552,Hospital Ruber Juan Bravo,Calle De Juan Bravo 49,914026100,280796,Madrid,28,Madrid,13,Madrid,28006,146,C11,Hospitales Generales,20,Privados,N,,,N,
229,1328000010,280474,Hospital Nuestra Señora De América,Calle De Arturo Soria 103-105-107,914130061,280796,Madrid,28,Madrid,13,Madrid,28043,98,C11,Hospitales Generales,20,Privados,N,,,N,
230,1328000061,280455,Hospital Hestia Madrid,Carretera De Colmenar Viejo KM.16,917340500,280796,Madrid,28,Madrid,13,Madrid,28049,331,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
231,1328000058,280442,Hospital Virgen Del Mar,Calle De Honduras 14,913539500,280796,Madrid,28,Madrid,13,Madrid,28016,73,C11,Hospitales Generales,20,Privados,N,,,N,
232,1328000050,280409,Clínica Nuestra Señora De La Paz,Calle De López De Hoyos 259,914156000,280796,Madrid,28,Madrid,13,Madrid,28043,99,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
233,1328000060,280357,Hospital Quironsalud San José,Calle De Cartagena 111,914153100,280796,Madrid,28,Madrid,13,Madrid,28002,84,C11,Hospitales Generales,20,Privados,N,,,N,
234,1328000024,280344,Hospital De La V.O.T. De San Francisco De Asís,Calle De San Bernabé 13,913657600,280796,Madrid,28,Madrid,13,Madrid,28005,50,C190,Otros Centros con Internamiento,20,Privados,N,,,N,
235,1328000029,280416,Fundación Instituto San José,Calle Del Pinar De San José 98,915080140,280796,Madrid,28,Madrid,13,Madrid,28054,305,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,paloma@ohsjd.es
236,1328000057,280323,Sanatorio Nuestra Señora Del Rosario,Calle Del Príncipe De Vergara 53,914359100,280796,Madrid,28,Madrid,13,Madrid,28006,165,C11,Hospitales Generales,20,Privados,N,,,N,s.rosario@futurmet.es
237,1328019438,280724,Hospital Central De La Defensa Gómez Ulla,Glorieta Del Ejercito S/N,914222000,280796,Madrid,28,Madrid,13,Madrid,28047,475,C11,Hospitales Generales,7,Ministerio De Defensa,N,,,N,
238,1328000023,280127,Hospital Universitario De La Princesa,Calle De Diego De León 62,915202200,280796,Madrid,28,Madrid,13,Madrid,28006,158,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
239,1328000017,280035,Hospital Universitario 12 De Octubre,Avenida De Córdoba S/N,913908000,280796,Madrid,28,Madrid,13,Madrid,28041,1175,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
240,1328000039,280029,Hospital Universitario Ramón Y Cajal,"Carretera De Colmenar Viejo KM.9,1",913368000,280796,Madrid,28,Madrid,13,Madrid,28034,886,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
241,1328000083,281304,Empresa Publica Hospital Del Sur Hospital Infanta Cristina,Paseo Castellana 83,911913000,280796,Madrid,28,Madrid,13,Madrid,28046,188,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
242,1328000036,280262,Hospital Psiquiátrico Doctor Rodríguez Lafora,"Carretera De Colmenar Viejo K.13,8",915867500,280796,Madrid,28,Madrid,13,Madrid,28049,334,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
243,1328000028,280133,Hospital Infantil Universitario Niño Jesús,Avenida De Menéndez Pelayo 65,915035900,280796,Madrid,28,Madrid,13,Madrid,28009,170,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
244,1328000041,280112,Hospital Universitario Santa Cristina,Calle De O'Donnell 59,915574300,280796,Madrid,28,Madrid,13,Madrid,28009,156,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
245,1328000043,280072,Hospital Universitario Clínico San Carlos,Calle Del Profesor Martin Lagos S/N,913303000,280796,Madrid,28,Madrid,13,Madrid,28040,861,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,mahcscgc@insalud.es
246,1328000031,280014,Hospital Universitario La Paz,Paseo De La Castellana 261,917277000,280796,Madrid,28,Madrid,13,Madrid,28046,966,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,281168.0,Complejo Hospitalario La Paz,N,
247,1328000027,280246,Hospital General Universitario Gregorio Marañón,Calle Del Doctor Esquerdo 46,915868000,280796,Madrid,28,Madrid,13,Madrid,28009,1140,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,280225.0,Complejo Hospitalario Gregorio Marañón,N,amacho@pgob.hggm.es
248,1328000019,280210,Hospital De Cantoblanco,"Carretera De Colmenar Viejo K.14,500",915867575,280796,Madrid,28,Madrid,13,Madrid,28049,131,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,281168.0,Complejo Hospitalario La Paz,N,
249,1328000016,280164,Hospital Carlos Wii,Calle De Sinesio Delgado 8-10,914532500,280796,Madrid,28,Madrid,13,Madrid,28029,90,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,281168.0,Complejo Hospitalario La Paz,N,
250,1328000086,281270,Hospital Universitario Infanta Leonor,Avenida De La Gran Vía Del Este 80,911918000,280796,Madrid,28,Madrid,13,Madrid,28031,269,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,281405.0,Complejo Hospitalario Infanta Leonor,N,
251,1328000048,280259,Instituto Provincial De Rehabilitación,Calle De Francisco Silvela 40,915868967,280796,Madrid,28,Madrid,13,Madrid,28028,96,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,280225.0,Complejo Hospitalario Gregorio Marañón,N,
252,1328023076,281445,Servicio Madrileño De Salud,Avenida De Manuel Fraga Iribarne 2,000000000,280796,Madrid,28,Madrid,13,Madrid,28055,652,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
253,1328000044,280091,Hospital Virgen De La Torre,Calle Del Puerto De Lumbreras 5,913315814,280796,Madrid,28,Madrid,13,Madrid,28031,92,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,281405.0,Complejo Hospitalario Infanta Leonor,N,
254,1328000020,280148,"Hospital Central De La Cruz Roja, San José Y Santa Adela",Avenida De La Reina Victoria 22-26,914538300,280796,Madrid,28,Madrid,13,Madrid,28003,158,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
255,1328000001,280856,Fremap Hospital Majadahonda,Carretera M-515 (Pozuelo) 61,917461540,280800,Majadahonda,28,Madrid,13,Madrid,28220,116,C12,Hospitales especializados,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,ignacio_lorenzo@fremap.es
256,1328000087,281315,Hospital Universitario Puerta De Hierro Majadahonda,Calle Manuel De Falla 1,911916000,280800,Majadahonda,28,Madrid,13,Madrid,28222,613,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
257,1328016888,281360,Hospital Universitario Hm Puerta Del Sur,Avenida De Carlos V 70,000000000,280920,Móstoles,28,Madrid,13,Madrid,28938,138,C11,Hospitales Generales,20,Privados,N,,,N,
258,1328000026,280894,Hospital Universitario De Móstoles,Calle Rio Júcar S/N,916648600,280920,Móstoles,28,Madrid,13,Madrid,28935,328,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,secreger@chm.es
259,1328000090,281348,Hospital Universitario Rey Juan Carlos,Calle Gladiolo S/N,000000000,280920,Móstoles,28,Madrid,13,Madrid,28933,362,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
260,1328000076,281203,Hospital Universitario Quironsalud Madrid,Calle Diego De Velázquez 1,917992380,281150,Pozuelo de Alarcón,28,Madrid,13,Madrid,28223,278,C11,Hospitales Generales,20,Privados,N,,,N,
261,1328026468,281467,"Hm Hospitales 1.989, S.A.",Avenida De José Hierro 94,000000000,281230,Rivas-Vaciamadrid,28,Madrid,13,Madrid,28521,60,C11,Hospitales Generales,20,Privados,N,,,S,
262,1328000021,280920,Hospital El Escorial,"Carretera De M-600 (Guadarrama) KM.6,255",918973000,281317,San Lorenzo de El Escorial,28,Madrid,13,Madrid,28200,92,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
263,1328000082,281258,Hospital Universitario Infanta Sofía,Paseo Europa 34,911914000,281343,San Sebastián de los Reyes,28,Madrid,13,Madrid,28702,276,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
264,1328023818,281456,"Idcq Hospitales Y Sanidad, S.L.U.",Avenida Constitución 249,000000000,281489,Torrejón de Ardoz,28,Madrid,13,Madrid,28850,98,C11,Hospitales Generales,20,Privados,N,,,N,
265,1328000089,281337,Hospital Universitario De Torrejón,Calle Mateo Inurria 1,000000000,281489,Torrejón de Ardoz,28,Madrid,13,Madrid,28850,250,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
266,1328000072,281157,Hospital Universitario Hm Torrelodones,Avenida Castillo De Olivares S/N,912675000,281527,Torrelodones,28,Madrid,13,Madrid,28250,86,C11,Hospitales Generales,20,Privados,N,,,N,
267,1328000080,281236,Hospital Universitario Infanta Elena,Avenida Reyes Católicos 21,918948410,281610,Valdemoro,28,Madrid,13,Madrid,28342,186,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
268,1328000035,280936,Hospital Virgen De La Poveda,Carretera M-952 (Acceso Al Hospital) KM.5,918608000,281718,Villa del Prado,28,Madrid,13,Madrid,28630,202,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
269,129001087,290154,Hospital  De Antequera,Avenida Poeta Muñoz Rojas S/N,951061008,290154,Antequera,29,Málaga,1,Andalucía,29200,159,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,informacion2.han.sspa@juntadeandalucia.e
270,129001929,290393,Fundación Cudeca. Centro De Cuidados Paliativos,Avenida Del Cosmos S/N,952564910,290252,Benalmádena,29,Málaga,1,Andalucía,29631,15,C12,Hospitales especializados,20,Privados,N,,,N,
271,129001928,290405,Hospital Vithas Xanit Internacional,Avenida De Los Argonautas S/N,952443119,290252,Benalmádena,29,Málaga,1,Andalucía,29630,125,C11,Hospitales Generales,20,Privados,N,,,N,xanit@xanit.net
272,129002204,290427,Hospital De Alta Resolución De Benalmádena,Avenida Arroyo Hondo S/N,951976000,290252,Benalmádena,29,Málaga,1,Andalucía,29630,46,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen De La Victoria,N,
273,129002973,290450,Cenyt Hospital,Avenida Andalucía 4,952808100,290516,Estepona,29,Málaga,1,Andalucía,29680,10,C11,Hospitales Generales,20,Privados,N,,,N,info@cenythospital.com
274,129001851,290382,"Clínicas Del Sur, Slu",Carretera Nacional 340 S/N,952760600,290516,Estepona,29,Málaga,1,Andalucía,29680,74,C11,Hospitales Generales,20,Privados,N,,,N,estepona@hospiten.com
275,129007460,290528,Hospital De Alta Resolución De Estepona,Calle Irene Villa González 9,951976617,290516,Estepona,29,Málaga,1,Andalucía,29680,14,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290539.0,Hospital Costa Del Sol,N,gerencia@hcs.es
276,129001079,290081,Hospital Vithas Parque San Antonio,Avenida Pintor Joaquín Sorolla 2,952211050,290672,Málaga,29,Málaga,1,Andalucía,29016,100,C11,Hospitales Generales,20,Privados,N,,,N,jmtamara@parquesanantonio.nehos.com
277,129002504,290449,Hospital Quironsalud Málaga,Avenida Imperio Argentina 1,952176016,290672,Málaga,29,Málaga,1,Andalucía,29004,132,C11,Hospitales Generales,20,Privados,N,,,N,direccion.mlg@quironsalud.es
278,129001085,290075,Centro Asistencial Hnas. Hospitalarias Del  Sagrado Corazón De Jesús,Calle San Juan Bosco 41,952256150,290672,Málaga,29,Málaga,1,Andalucía,29014,321,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
279,129001082,290108,"Hospital Dr. Gálvez, S.A.",Calle San Agustín 1,952224295,290672,Málaga,29,Málaga,1,Andalucía,29015,62,C11,Hospitales Generales,20,Privados,N,,,N,gerente@hospitalgalvez.com
280,129001091,290136,Hospital Psiquiátrico San Francisco De Asís,Avenida Hernán Núñez De Toledo 5,952201464,290672,Málaga,29,Málaga,1,Andalucía,29018,180,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,hospital@hospitalsanfrancisco.com
281,129001090,290069,Centro Asistencial San Juan De Dios,Camino Casabermeja 126,952250550,290672,Málaga,29,Málaga,1,Andalucía,29014,398,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,centro11@malaga1.betica.sanjuandedios-oh
282,129001080,290141,Clínica Nuestra Señora Del Pilar,Paseo De Sancha 15,952217606,290672,Málaga,29,Málaga,1,Andalucía,29016,24,C11,Hospitales Generales,20,Privados,N,,,N,direccion@clinicadelpilar.com
283,129001084,290094,Hospital El Ángel,Calle Corregidor Nicolás Isidro 16,952045000,290672,Málaga,29,Málaga,1,Andalucía,29007,138,C11,Hospitales Generales,20,Privados,N,,,N,elangel@analizalab.com
284,129001081,290115,Clínica De La Encarnación,Calle Fernández De Alarcón 2,952287766,290672,Málaga,29,Málaga,1,Andalucía,29007,105,C11,Hospitales Generales,20,Privados,N,,,N,info@clinicadelaencarnacion.com
285,129001071,290038,Hospital Civil,Plaza Del Hospital Civil S/N,951030300,290672,Málaga,29,Málaga,1,Andalucía,29009,201,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290234.0,Hospital Universitario Regional De Málaga,N,
286,129007432,290517,Hospital Valle De Guadalhorce De Cartama,"Carretera Autovía A-357 Málaga - Campiña, Km 49 S/N",951291105,290672,Málaga,29,Málaga,1,Andalucía,29570,28,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen De La Victoria,N,
287,129001073,290022,Hospital Universitario Virgen De La Victoria,Calle Campus Universitario Teatinos S/N,951032000,290672,Málaga,29,Málaga,1,Andalucía,29010,657,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen De La Victoria,N,
288,129001070,290265,Hospital Materno Infantil Del H.U.R.  De  Málaga,Calle Arroyo De Los Ángeles S/N,951030200,290672,Málaga,29,Málaga,1,Andalucía,29009,349,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290234.0,Hospital Universitario Regional De Málaga,N,
289,129001068,290017,Hospital Universitario Regional De Málaga,Avenida Carlos Haya S/N,951030100,290672,Málaga,29,Málaga,1,Andalucía,29010,523,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290234.0,Hospital Universitario Regional De Málaga,N,
290,129001088,290173,Hospital Quironsalud Marbella,Avenida Severo Ochoa 22,952774200,290691,Marbella,29,Málaga,1,Andalucía,29603,75,C11,Hospitales Generales,20,Privados,N,,,N,
291,129000185,290494,Helicópteros Sanitarios Hospital,Carretera Nacional 340 S/N,952816767,290691,Marbella,29,Málaga,1,Andalucía,29600,10,C11,Hospitales Generales,20,Privados,N,,,N,
292,129001092,290359,HTC Marbella International Hospital,Calle Ventura Del Mar 11,952908628,290691,Marbella,29,Málaga,1,Andalucía,29660,12,C11,Hospitales Generales,20,Privados,N,,,N,bdc@marbellahighcare.com
293,129003159,290472,Centro De Reproducción Asistida De Marbella (Ceram),Calle Maestra Doña Carola 8,952899350,290691,Marbella,29,Málaga,1,Andalucía,29602,22,C11,Hospitales Generales,20,Privados,N,,,N,gestion@hospitalceram.com
294,129001424,290461,Hospital Ochoa,Paseo Alfonso Cañas Nogueras (Paseo Marítimo) S/N,952861400,290691,Marbella,29,Málaga,1,Andalucía,29603,22,C11,Hospitales Generales,20,Privados,N,,,N,secretariadireccion@hospitalochoa.com
295,129001066,290287,Hospital Costa Del Sol,Carretera Autovía A-7 S/N,951976669,290691,Marbella,29,Málaga,1,Andalucía,29603,408,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290539.0,Hospital Costa Del Sol,N,gerencia@hcs.es
296,129007039,290506,Hospital De La Serranía,"Carretera Ronda-San Pedro, Km. 2 S/N",951065077,290846,Ronda,29,Málaga,1,Andalucía,29400,150,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,direccion.hsr.sspa@juntadeandalucia.es
297,129001083,290228,Clínica Santa Elena,Urbanización Los Álamos S/N,952386266,299018,Torremolinos,29,Málaga,1,Andalucía,29620,90,C11,Hospitales Generales,20,Privados,N,,,N,elena.prieto@santaelenahospital.com
298,129001075,290213,Hospital Marítimo De  Torremolinos,Calle Sanatorio 5,951033735,299018,Torremolinos,29,Málaga,1,Andalucía,29620,89,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen De La Victoria,N,
299,129001086,290348,Clínica El Seranil,Carretera Almería S/N,952513267,290944,Vélez-Málaga,29,Málaga,1,Andalucía,29790,60,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,clinica@seranil.com
300,129001077,290206,Hospital De La Axarquía,Avenida Del Sol 43,951067010,290944,Vélez-Málaga,29,Málaga,1,Andalucía,29740,196,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
301,1430000065,300119,Clínica Medico-Quirúrgica San José,Calle Maestra Lola Meseguer S/N,658762214,300050,Alcantarilla,30,Murcia,14,Región De Murcia,30820,139,C190,Otros Centros con Internamiento,20,Privados,N,,,N,sanjose@viamedsalud.com.com
302,1430000068,300130,Hospital Centro Medico Virgen De La Caridad Caravaca,Calle Doctor Robles S/N,968705541,300158,Caravaca de la Cruz,30,Murcia,14,Región De Murcia,30400,39,C190,Otros Centros con Internamiento,20,Privados,N,,,N,administracion@hospitalbernal.com
303,1430000061,300124,Hospital Comarcal Del Noroeste,Avenida Miguel Espinosa S/N,968709100,300158,Caravaca de la Cruz,30,Murcia,14,Región De Murcia,30400,103,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
304,1430000054,300161,Santo Y Real Hospital De Caridad,Camino Barrio Peral S/N,968510300,300161,Cartagena,30,Murcia,14,Región De Murcia,30310,154,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
305,1430002216,300373,Hospital Perpetuo Socorro Alameda,Calle Alameda  San Antón 6,968510500,300161,Cartagena,30,Murcia,14,Región De Murcia,30205,93,C190,Otros Centros con Internamiento,20,Privados,N,,,N,directora-gestion@perpetuosocorro.es
306,1430000009,300340,Residencia Los Almendros,Paraje Los Pinos S/N,968168716,300161,Cartagena,30,Murcia,14,Región De Murcia,30396,12,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,info@residencialosalmendros.com
307,1430000348,300384,Hospital C. M. Virgen De La Caridad Cartagena,Calle Jorge Juan 30,968506666,300161,Cartagena,30,Murcia,14,Región De Murcia,30205,59,C190,Otros Centros con Internamiento,20,Privados,N,,,N,amelia@cmvcaridad.com
308,1430000001,300177,Hospital Ntra. Sra. Del Perpetuo Socorro,Calle Sebastián Feringan 12,968510500,300161,Cartagena,30,Murcia,14,Región De Murcia,30205,214,C190,Otros Centros con Internamiento,20,Privados,N,,,N,directoragerente@hperpetuosocorro.es
309,1430000062,300145,Hospital Santa María Del Rosell,Paseo Alfonso  Wii 61,968504800,300161,Cartagena,30,Murcia,14,Región De Murcia,30203,41,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,300351.0,Complejo Hospitalario De Cartagena Chc,N,
310,1430000036,300362,Hospital General Universitario Santa Lucia,Calle Mezquita (Paraje Los Arcos) S/N,968128600,300161,Cartagena,30,Murcia,14,Región De Murcia,30202,603,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,300351.0,Complejo Hospitalario De Cartagena Chc,N,
311,1430000066,300196,Fundación Hospital Real Piedad,Plaza Mesoncico 3,968741156,300177,Cehegín,30,Murcia,14,Región De Murcia,30430,40,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,fundacionrealpiedad@hrpiedad.es
312,1430000058,300281,Hospital De La Vega Lorenzo Guirao,Carretera De Abaran S/N,968775550,300196,Cieza,30,Murcia,14,Región De Murcia,30530,124,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,luis.javega@carm.es
313,1430000064,300217,Hospital Virgen Del Alcázar De Lorca,Alameda De Los Tristes S/N,968468600,300243,Lorca,30,Murcia,14,Región De Murcia,30800,175,C190,Otros Centros con Internamiento,20,Privados,N,,,N,hospital@virgendelalcazar.com
314,1430000063,300256,Hospital Rafael Méndez,"Carretera Nacional 340, Km 589 S/N",968445500,300243,Lorca,30,Murcia,14,Región De Murcia,30817,287,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,miguela.quinonero@carm.es
315,1430000002,300294,Ribera Hospital De Molina,Calle Asociación S/N,968644030,300275,Molina de Segura,30,Murcia,14,Región De Murcia,30500,83,C190,Otros Centros con Internamiento,20,Privados,N,,,N,phernandez@hospitaldemolina.com
316,1430000057,300275,Hospital  Ibermutuamur - Patología Laboral,Calle Antonio Rocamora 4,968394000,300308,Murcia,30,Murcia,14,Región De Murcia,30100,26,C12,Hospitales especializados,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,mariadoloressalva@ibermutua.es
317,1430000053,300079,Hospital La Vega Grupo Ha,Calle Doctor Román Alberca S/N,968278100,300308,Murcia,30,Murcia,14,Región De Murcia,30008,142,C11,Hospitales Generales,20,Privados,N,,,N,admon@clinicavirgendelavega.es
318,1430000055,300050,Hospital Quironsalud Murcia,Calle Miguel Hernández 12,968365000,300308,Murcia,30,Murcia,14,Región De Murcia,30011,131,C11,Hospitales Generales,20,Privados,N,,,N,pilar.jimenez@quiron.es
319,1430000004,300317,"Ita Clinic Bcn, S L",Finca El Mayayo 16,968889096,300308,Murcia,30,Murcia,14,Región De Murcia,30120,62,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,gerencia@clinicasanfelipe.es
320,1430000056,300098,Sanatorio Dr. Muñoz,Carretera Cartagena 59,968885550,300308,Murcia,30,Murcia,14,Región De Murcia,30120,50,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
321,1430000003,300085,Hospital Mesa Del Castillo,Ronda Sur 20,968246116,300308,Murcia,30,Murcia,14,Región De Murcia,30010,76,C190,Otros Centros con Internamiento,20,Privados,N,,,N,begomora@mesadelcastillo.com
322,1430000060,300011,Hospital Clínico Universitario Virgen De La Arrixaca,Carretera Madrid-Cartagena S/N,968369500,300308,Murcia,30,Murcia,14,Región De Murcia,30120,920,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,marianae.villaescusa@carm.es
